work_year,salary_in_usd,employee_residence,company_size,job_group,_experience_level,_employment_type,_remote_ratio
2023,209450,US,M,Data Scientist,senior,full-time,remote
2023,158677,US,M,Data Scientist,senior,full-time,remote
2023,175000,US,M,Data Analyst,senior,full-time,on-site
2023,145000,US,M,Data Analyst,senior,full-time,on-site
2023,240000,US,M,Data Engineer,senior,full-time,on-site
2023,170000,US,M,Data Engineer,senior,full-time,on-site
2023,103200,US,M,Data Analyst,mid-level,full-time,on-site
2023,61200,US,M,Data Analyst,mid-level,full-time,on-site
2022,155000,US,L,Data Scientist,mid-level,full-time,remote
2021,66970,SG,L,Data Engineer,entry-level,full-time,hybrid
2023,63312,CY,L,Data Scientist,senior,full-time,hybrid
2023,237000,US,M,Data Scientist,senior,full-time,remote
2023,145000,US,M,Data Scientist,senior,full-time,remote
2023,240000,US,M,Data Scientist,senior,full-time,remote
2023,139000,US,M,Data Scientist,senior,full-time,remote
2023,174500,US,M,Data Architect,senior,full-time,on-site
2023,113000,US,M,Data Architect,senior,full-time,on-site
2023,130000,US,M,Data Analyst,senior,full-time,remote
2023,87000,US,M,Data Analyst,senior,full-time,remote
2023,160000,US,M,Data Analyst,senior,full-time,remote
2023,108000,US,M,Data Analyst,senior,full-time,remote
2023,165000,US,M,Data Engineer,senior,full-time,remote
2023,107250,US,M,Data Engineer,senior,full-time,remote
2023,300000,US,M,Data Engineer,senior,full-time,on-site
2023,119000,US,M,Data Engineer,senior,full-time,on-site
2023,285800,US,M,Data Scientist,senior,full-time,remote
2023,154600,US,M,Data Scientist,senior,full-time,remote
2023,60795,IN,L,Data Lead,mid-level,full-time,hybrid
2023,30000,AR,S,Data Analyst,entry-level,full-time,remote
2023,220000,US,M,Data Lead,mid-level,full-time,on-site
2023,195000,US,M,Data Lead,mid-level,full-time,on-site
2023,168400,US,M,Data Lead,senior,full-time,on-site
2023,105200,US,M,Data Lead,senior,full-time,on-site
2023,206000,US,M,Data Analyst,mid-level,full-time,on-site
2023,160000,US,M,Data Analyst,mid-level,full-time,on-site
2023,200000,US,M,Analytics engineer,senior,full-time,remote
2023,175000,US,M,Analytics engineer,senior,full-time,remote
2023,231250,US,M,Analytics engineer,senior,full-time,remote
2023,138750,US,M,Analytics engineer,senior,full-time,remote
2023,153000,CA,M,Data Engineer,senior,full-time,remote
2023,94000,CA,M,Data Engineer,senior,full-time,remote
2023,240500,US,L,Data Engineer,senior,full-time,on-site
2023,123700,US,L,Data Engineer,senior,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,remote
2023,90000,US,M,Data Engineer,senior,full-time,remote
2023,124234,US,M,Data Scientist,entry-level,full-time,on-site
2023,74540,US,M,Data Scientist,entry-level,full-time,on-site
2023,109000,US,M,Data Analyst,mid-level,full-time,on-site
2023,79000,US,M,Data Analyst,mid-level,full-time,on-site
2022,84053,FR,L,ML engineer,senior,full-time,hybrid
2023,50000,AM,S,ML engineer,mid-level,full-time,on-site
2023,275300,US,M,Data Scientist,senior,full-time,remote
2023,183500,US,M,Data Scientist,senior,full-time,remote
2023,275300,US,M,Data Scientist,senior,full-time,remote
2023,183500,US,M,Data Scientist,senior,full-time,remote
2023,160000,US,M,Data Analyst,senior,full-time,remote
2023,125600,US,M,Data Analyst,senior,full-time,remote
2023,170000,US,M,Data Engineer,senior,full-time,on-site
2023,120000,US,M,Data Engineer,senior,full-time,on-site
2023,225000,US,M,Data Engineer,senior,full-time,on-site
2023,140000,US,M,Data Engineer,senior,full-time,on-site
2023,141290,US,M,Data Analyst,senior,full-time,on-site
2023,74178,US,M,Data Analyst,senior,full-time,on-site
2023,150000,US,M,Data Scientist,senior,full-time,on-site
2023,120000,US,M,Data Scientist,senior,full-time,on-site
2023,85000,US,M,Data Engineer,senior,full-time,remote
2023,75000,US,M,Data Engineer,senior,full-time,remote
2023,220000,US,M,Data Engineer,senior,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,on-site
2023,205600,US,M,Data Engineer,senior,full-time,remote
2023,107500,US,M,Data Engineer,senior,full-time,remote
2023,120000,US,M,Data Engineer,mid-level,full-time,on-site
2023,95000,US,M,Data Engineer,mid-level,full-time,on-site
2023,185900,US,M,Data Engineer,senior,full-time,on-site
2023,129300,US,M,Data Engineer,senior,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,remote
2023,130000,US,M,Data Engineer,senior,full-time,remote
2023,12888,IN,S,Data Scientist,entry-level,full-time,hybrid
2023,250000,US,M,Data Engineer,mid-level,full-time,on-site
2023,175000,US,M,Data Engineer,mid-level,full-time,on-site
2023,136000,US,M,Data Scientist,senior,full-time,remote
2023,104000,US,M,Data Scientist,senior,full-time,remote
2023,80000,US,M,Data Analyst,mid-level,full-time,on-site
2023,52500,US,M,Data Analyst,mid-level,full-time,on-site
2023,110000,US,M,Data Scientist,senior,full-time,remote
2023,84000,US,M,Data Scientist,senior,full-time,remote
2023,125000,US,M,Data Analyst,senior,full-time,on-site
2023,110000,US,M,Data Analyst,senior,full-time,on-site
2023,90000,US,M,Data Analyst,mid-level,full-time,on-site
2023,80000,US,M,Data Analyst,mid-level,full-time,on-site
2023,200000,US,M,ML engineer,senior,full-time,on-site
2023,135000,US,M,ML engineer,senior,full-time,on-site
2022,48000,US,L,Data Analyst,entry-level,full-time,hybrid
2023,120000,BA,S,ML engineer,entry-level,full-time,hybrid
2023,130000,US,M,Data Engineer,senior,full-time,on-site
2023,75000,US,M,Data Engineer,senior,full-time,on-site
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2023,150000,US,M,Data Analyst,mid-level,full-time,on-site
2023,100000,US,M,Data Analyst,mid-level,full-time,on-site
2023,226700,US,M,Data Engineer,senior,full-time,on-site
2023,133300,US,M,Data Engineer,senior,full-time,on-site
2023,190000,US,M,Data Scientist,senior,full-time,on-site
2023,165000,US,M,Data Scientist,senior,full-time,on-site
2023,170000,US,M,Data Engineer,senior,full-time,remote
2023,150000,US,M,Data Engineer,senior,full-time,remote
2023,150000,US,M,Data Engineer,mid-level,full-time,on-site
2023,130000,US,M,Data Engineer,mid-level,full-time,on-site
2023,225000,US,M,Data Scientist,senior,full-time,on-site
2023,156400,US,M,Data Scientist,senior,full-time,on-site
2023,200000,US,S,ML engineer,senior,full-time,remote
2023,80000,KE,S,Data Scientist,mid-level,full-time,remote
2023,12877,GR,L,Data Analyst,entry-level,full-time,hybrid
2022,6304,MK,S,ML engineer,entry-level,full-time,on-site
2023,17509,IN,M,Data Lead,mid-level,full-time,hybrid
2023,257000,US,M,Data Scientist,senior,full-time,on-site
2023,134000,US,M,Data Scientist,senior,full-time,on-site
2023,77262,LV,M,Data Scientist,senior,full-time,on-site
2023,38631,LV,M,Data Scientist,senior,full-time,on-site
2023,205600,US,L,Data Engineer,senior,full-time,on-site
2023,105700,US,L,Data Engineer,senior,full-time,on-site
2023,140000,US,M,Data Analyst,senior,full-time,remote
2023,110000,US,M,Data Analyst,senior,full-time,remote
2023,299500,US,M,Data Lead,senior,full-time,on-site
2023,245100,US,M,Data Lead,senior,full-time,on-site
2023,210000,US,M,Data Scientist,senior,full-time,on-site
2023,151800,US,M,Data Scientist,senior,full-time,on-site
2023,53654,RO,L,Data Scientist,mid-level,full-time,hybrid
2023,51508,ES,M,Data Analyst,senior,full-time,on-site
2023,40777,ES,M,Data Analyst,senior,full-time,on-site
2023,51508,ES,M,Data Analyst,senior,full-time,on-site
2023,40777,ES,M,Data Analyst,senior,full-time,on-site
2023,160000,US,M,Data Engineer,entry-level,full-time,on-site
2023,135000,US,M,Data Engineer,entry-level,full-time,on-site
2023,120000,US,M,Data Engineer,mid-level,full-time,remote
2023,95000,US,M,Data Engineer,mid-level,full-time,remote
2023,250000,US,M,Data Engineer,senior,full-time,remote
2023,63000,US,M,Data Engineer,senior,full-time,remote
2023,237000,US,M,Data Scientist,senior,full-time,remote
2023,145000,US,M,Data Scientist,senior,full-time,remote
2023,130000,US,M,Data Scientist,senior,full-time,remote
2023,90000,US,M,Data Scientist,senior,full-time,remote
2023,120000,US,M,Data Analyst,mid-level,full-time,remote
2023,100000,US,M,Data Analyst,mid-level,full-time,remote
2023,174500,US,M,Data Architect,senior,full-time,on-site
2023,113000,US,M,Data Architect,senior,full-time,on-site
2023,183310,US,M,Data Scientist,mid-level,full-time,on-site
2023,183310,US,M,Data Scientist,mid-level,full-time,on-site
2023,145000,US,M,Data Analyst,senior,full-time,remote
2023,102500,US,M,Data Analyst,senior,full-time,remote
2023,210000,US,M,Data Scientist,senior,full-time,on-site
2023,185000,US,M,Data Scientist,senior,full-time,on-site
2023,174500,US,M,Data Architect,senior,full-time,on-site
2023,113000,US,M,Data Architect,senior,full-time,on-site
2023,122000,US,M,Consultant,senior,full-time,on-site
2023,94000,US,M,Consultant,senior,full-time,on-site
2023,220000,US,M,Data Scientist,senior,full-time,on-site
2023,146000,US,M,Data Scientist,senior,full-time,on-site
2023,300000,US,M,Data Engineer,senior,full-time,on-site
2023,130000,US,M,Data Engineer,senior,full-time,on-site
2023,24740,TH,L,Data Scientist,mid-level,full-time,hybrid
2022,15897,IN,M,ML engineer,mid-level,full-time,remote
2023,145000,US,M,Consultant,senior,full-time,on-site
2023,128000,US,M,Consultant,senior,full-time,on-site
2023,182000,US,M,Data Scientist,senior,full-time,on-site
2023,140000,US,M,Data Scientist,senior,full-time,on-site
2023,122000,US,M,Data Engineer,senior,full-time,on-site
2023,94000,US,M,Data Engineer,senior,full-time,on-site
2023,77262,LV,M,ML engineer,senior,full-time,on-site
2023,38631,LV,M,ML engineer,senior,full-time,on-site
2023,300000,US,M,Data Scientist,executive,full-time,on-site
2023,200000,US,M,Data Scientist,executive,full-time,on-site
2023,135000,US,M,Data Analyst,mid-level,full-time,on-site
2023,105500,US,M,Data Analyst,mid-level,full-time,on-site
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2022,110000,US,L,Data Scientist,mid-level,full-time,remote
2023,136000,US,M,Data Scientist,senior,full-time,remote
2023,104000,US,M,Data Scientist,senior,full-time,remote
2023,168000,US,M,Data Scientist,senior,full-time,remote
2023,130000,US,M,Data Scientist,senior,full-time,remote
2023,78990,GB,M,Data Analyst,mid-level,full-time,on-site
2023,43809,GB,M,Data Analyst,mid-level,full-time,on-site
2023,120000,US,M,Data Engineer,mid-level,full-time,on-site
2023,95000,US,M,Data Engineer,mid-level,full-time,on-site
2023,153400,US,M,Data Scientist,senior,full-time,on-site
2023,122700,US,M,Data Scientist,senior,full-time,on-site
2023,185000,US,M,Data Scientist,senior,full-time,on-site
2023,160000,US,M,Data Scientist,senior,full-time,on-site
2023,205000,US,M,Data Scientist,senior,full-time,remote
2023,185000,US,M,Data Scientist,senior,full-time,remote
2023,204500,US,M,ML engineer,senior,full-time,on-site
2023,142200,US,M,ML engineer,senior,full-time,on-site
2023,145000,US,M,ML engineer,mid-level,full-time,on-site
2023,87000,US,M,ML engineer,mid-level,full-time,on-site
2023,50000,IN,M,Data Scientist,entry-level,full-time,remote
2023,234100,US,M,ML engineer,senior,full-time,remote
2023,203500,US,M,ML engineer,senior,full-time,remote
2023,223800,US,M,Data Scientist,senior,full-time,on-site
2023,172100,US,M,Data Scientist,senior,full-time,on-site
2023,180000,US,M,Data Scientist,senior,full-time,on-site
2023,150000,US,M,Data Scientist,senior,full-time,on-site
2023,232200,US,M,Data Engineer,senior,full-time,remote
2023,167200,US,M,Data Engineer,senior,full-time,remote
2023,197000,US,M,Data Analyst,senior,full-time,on-site
2023,106000,US,M,Data Analyst,senior,full-time,on-site
2023,180000,US,M,Data Scientist,senior,full-time,on-site
2023,145000,US,M,Data Scientist,senior,full-time,on-site
2023,225000,US,M,Data Lead,senior,full-time,on-site
2023,200000,US,M,Data Lead,senior,full-time,on-site
2023,170000,US,M,Data Engineer,senior,full-time,remote
2023,114000,US,M,Data Engineer,senior,full-time,remote
2023,291500,US,M,Data Engineer,senior,full-time,on-site
2023,180000,US,M,Data Engineer,senior,full-time,on-site
2023,196200,US,M,Data Engineer,executive,full-time,on-site
2023,150900,US,M,Data Engineer,executive,full-time,on-site
2023,168400,US,M,Data Scientist,senior,full-time,on-site
2023,105200,US,M,Data Scientist,senior,full-time,on-site
2023,95000,ES,M,Data Engineer,mid-level,full-time,remote
2023,80000,ES,M,Data Engineer,mid-level,full-time,remote
2023,116000,US,M,Data Analyst,mid-level,full-time,on-site
2023,72000,US,M,Data Analyst,mid-level,full-time,on-site
2023,207000,US,M,Analytics engineer,senior,full-time,on-site
2023,167000,US,M,Analytics engineer,senior,full-time,on-site
2023,145000,US,M,ML engineer,senior,full-time,on-site
2023,135000,US,M,ML engineer,senior,full-time,on-site
2023,105000,US,M,Data Engineer,mid-level,full-time,on-site
2023,70000,US,M,Data Engineer,mid-level,full-time,on-site
2023,180000,US,M,Data Architect,senior,full-time,remote
2023,115000,US,M,Data Architect,senior,full-time,remote
2023,133800,US,M,Data Engineer,senior,full-time,remote
2023,96100,US,M,Data Engineer,senior,full-time,remote
2023,120000,US,M,Data Analyst,mid-level,full-time,on-site
2023,80000,US,M,Data Analyst,mid-level,full-time,on-site
2023,140000,US,M,ML engineer,senior,full-time,on-site
2023,100000,US,M,ML engineer,senior,full-time,on-site
2023,150000,US,M,Data Scientist,senior,full-time,on-site
2023,120000,US,M,Data Scientist,senior,full-time,on-site
2023,140000,US,M,Data Engineer,senior,full-time,remote
2023,115000,US,M,Data Engineer,senior,full-time,remote
2023,297300,US,M,Data Lead,senior,full-time,remote
2023,198200,US,M,Data Lead,senior,full-time,remote
2023,297300,US,M,Data Scientist,senior,full-time,remote
2023,198200,US,M,Data Scientist,senior,full-time,remote
2023,202000,US,M,Data Engineer,senior,full-time,remote
2023,135000,US,M,Data Engineer,senior,full-time,remote
2023,110000,US,M,Data Scientist,senior,full-time,remote
2023,84000,US,M,Data Scientist,senior,full-time,remote
2023,219000,US,L,ML engineer,mid-level,full-time,hybrid
2023,230000,US,M,Data Scientist,senior,full-time,remote
2023,196000,US,M,Data Scientist,senior,full-time,remote
2023,140000,US,M,Data Analyst,senior,full-time,remote
2023,110000,US,M,Data Analyst,senior,full-time,remote
2023,150000,US,M,Data Analyst,mid-level,full-time,on-site
2023,100000,US,M,Data Analyst,mid-level,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,on-site
2023,110000,US,M,Data Engineer,senior,full-time,on-site
2023,185900,US,M,Data Scientist,senior,full-time,on-site
2023,129300,US,M,Data Scientist,senior,full-time,on-site
2023,126100,US,L,Data Scientist,senior,full-time,on-site
2023,72000,US,L,Data Scientist,senior,full-time,on-site
2023,170000,US,M,Data Engineer,senior,full-time,remote
2023,150000,US,M,Data Engineer,senior,full-time,remote
2023,175000,US,M,ML engineer,mid-level,full-time,remote
2023,140000,US,M,ML engineer,mid-level,full-time,remote
2023,240500,US,M,Data Analyst,senior,full-time,on-site
2023,137500,US,M,Data Analyst,senior,full-time,on-site
2023,187500,US,M,Data Scientist,mid-level,full-time,on-site
2023,165000,US,M,Data Scientist,mid-level,full-time,on-site
2023,72914,GB,L,Data Scientist,mid-level,full-time,on-site
2022,25216,ES,L,Data Analyst,entry-level,part-time,remote
2023,210000,US,M,Data Scientist,senior,full-time,on-site
2023,165750,US,M,Data Scientist,senior,full-time,on-site
2023,225000,US,M,Data Scientist,senior,full-time,remote
2023,165750,US,M,Data Scientist,senior,full-time,remote
2023,109006,GB,M,ML engineer,mid-level,full-time,on-site
2023,67141,GB,M,ML engineer,mid-level,full-time,on-site
2023,135000,US,M,Data Scientist,senior,full-time,remote
2023,115000,US,M,Data Scientist,senior,full-time,remote
2023,275000,US,M,ML engineer,senior,full-time,on-site
2023,175000,US,M,ML engineer,senior,full-time,on-site
2023,170000,US,M,Data Scientist,senior,full-time,remote
2023,140000,US,M,Data Scientist,senior,full-time,remote
2023,175308,US,M,Data Engineer,senior,full-time,on-site
2023,100706,US,M,Data Engineer,senior,full-time,on-site
2023,235000,US,M,ML engineer,senior,full-time,on-site
2023,135000,US,M,ML engineer,senior,full-time,on-site
2023,310000,US,M,Data Engineer,senior,full-time,on-site
2023,229000,US,M,Data Engineer,senior,full-time,on-site
2023,289076,US,M,ML engineer,senior,full-time,on-site
2023,202353,US,M,ML engineer,senior,full-time,on-site
2023,69751,PT,M,Data Engineer,senior,full-time,on-site
2023,37558,PT,M,Data Engineer,senior,full-time,on-site
2023,120000,US,M,Data Scientist,mid-level,full-time,remote
2023,100000,US,M,Data Scientist,mid-level,full-time,remote
2023,226700,US,M,Data Engineer,senior,full-time,on-site
2023,133300,US,M,Data Engineer,senior,full-time,on-site
2023,125000,US,M,Data Analyst,senior,full-time,on-site
2023,85000,US,M,Data Analyst,senior,full-time,on-site
2023,130000,US,M,Data Analyst,senior,full-time,remote
2023,80000,US,M,Data Analyst,senior,full-time,remote
2023,120000,US,M,Data Engineer,mid-level,full-time,on-site
2023,100000,US,M,Data Engineer,mid-level,full-time,on-site
2021,54094,IN,L,Data Scientist,senior,full-time,remote
2022,18314,IN,L,Data Analyst,mid-level,full-time,hybrid
2023,231250,US,M,Data Engineer,senior,full-time,remote
2023,138750,US,M,Data Engineer,senior,full-time,remote
